Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
Q6IBS0;Q12792	1566.1	1707.8	1906.2	787.01	1723.5	810.57	2485.8	7340.8	1773.2	220020	1566.1	1707.8	1906.2	787.01	1723.5	810.57	2485.8	7340.8	1773.2	220020
Q12797	3832.5	3914.2	5477.6	3545.1	6015.5	4378.3	6335	35464	4729	1250100	3832.5	3914.2	5477.6	3545.1	6015.5	4378.3	6335	35464	4729	1250100
Q12824	466.01	460.6	0	381.35	296.5	746.36	552.76	3480	0	144170	466.01	460.6	0	381.35	296.5	746.36	552.76	3480	0	144170
Q12874	2945.3	4127.9	4212.6	2176.1	2798.7	2249.7	2722	13587	3412.1	626920	2945.3	4127.9	4212.6	2176.1	2798.7	2249.7	2722	13587	3412.1	626920
Q12904	3692	5704.2	5965	3965.8	7145.6	5741.5	8109.8	24410	5997.7	734280	3692	5704.2	5965	3965.8	7145.6	5741.5	8109.8	24410	5997.7	734280
Q12905	2247.4	7309.6	4653.6	2127.8	3283.1	1429.5	2518.1	21196	3063.3	552820	2247.4	7309.6	4653.6	2127.8	3283.1	1429.5	2518.1	21196	3063.3	552820
Q12906	6346.4	7367.3	12322	6476.9	9438.8	7410.8	12062	42303	11170	1242000	6346.4	7367.3	12322	6476.9	9438.8	7410.8	12062	42303	11170	1242000
Q12907	1101.9	961.51	1478.4	671.64	481.99	638.54	600.51	7620.5	989.47	298020	1101.9	961.51	1478.4	671.64	481.99	638.54	600.51	7620.5	989.47	298020
Q12931	1833.2	6386	11652	1812	8415	3941.8	7233.2	37109	4615.1	1224500	1833.2	6386	11652	1812	8415	3941.8	7233.2	37109	4615.1	1224500
Q12934	1456.7	2100.7	2166.1	1199.3	2836.2	2781.7	3713.8	26816	3823.5	789260	1456.7	2100.7	2166.1	1199.3	2836.2	2781.7	3713.8	26816	3823.5	789260
Q12959	1471.3	3018.5	2787.7	1414.2	3349.1	2316.1	3212.1	19270	3007.6	464890	1471.3	3018.5	2787.7	1414.2	3349.1	2316.1	3212.1	19270	3007.6	464890
Q13098	1763.9	2320.9	1450	1350.8	1240	1904.5	862.32	21548	2755.6	604360	1763.9	2320.9	1450	1350.8	1240	1904.5	862.32	21548	2755.6	604360
Q13126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13148	5457.6	11622	11435	8433.5	6052.6	8553.8	15736	68166	9465.5	2463300	5457.6	11622	11435	8433.5	6052.6	8553.8	15736	68166	9465.5	2463300
Q13151	31099	34660	40381	21390	44896	33465	96063	295450	51677	12871000	31099	34660	40381	21390	44896	33465	96063	295450	51677	12871000
Q13155	2654.8	3124.2	4212.3	1318.9	2981.6	2748.4	3278.3	9945.6	1797.6	409450	2654.8	3124.2	4212.3	1318.9	2981.6	2748.4	3278.3	9945.6	1797.6	409450
Q13162	4564.4	5546.2	5987.4	3301.8	5229.7	4211	5051.4	31504	4347	1055300	4564.4	5546.2	5987.4	3301.8	5229.7	4211	5051.4	31504	4347	1055300
Q13185	1183.2	1075.7	1275.9	1010.1	1186.5	2099.1	1063.7	26816	2096.2	774860	1183.2	1075.7	1275.9	1010.1	1186.5	2099.1	1063.7	26816	2096.2	774860
Q13200	4219.4	14271	4880.8	2395.3	5216.4	4455.7	18577	27829	3812.4	884190	4219.4	14271	4880.8	2395.3	5216.4	4455.7	18577	27829	3812.4	884190
Q13217	1449.4	1790.9	1353	1130.1	1123.8	1086	1013.9	10716	1849.9	394840	1449.4	1790.9	1353	1130.1	1123.8	1086	1013.9	10716	1849.9	394840
Q13242	1398.5	1349.8	1179.8	933.93	877.13	962.51	646.05	5913.3	1944.3	298330	1398.5	1349.8	1179.8	933.93	877.13	962.51	646.05	5913.3	1944.3	298330
Q13243	3050.8	3128.5	2971.8	2354.3	3346.1	2902.5	4419.9	19436	2519.2	672510	3050.8	3128.5	2971.8	2354.3	3346.1	2902.5	4419.9	19436	2519.2	672510
Q13247;Q08170	3460.6	6279.3	6223.7	3145.7	5644.7	5410.5	4314	48067	6523.6	1879300	3460.6	6279.3	6223.7	3145.7	5644.7	5410.5	4314	48067	6523.6	1879300
Q13263	23013	29374	33773	18133	22486	22995	24456	145240	27642	4871500	23013	29374	33773	18133	22486	22995	24456	145240	27642	4871500
Q13283	1862.2	2191.1	2455	1407.9	620.7	1429.2	1583.9	14580	1670.7	528710	1862.2	2191.1	2455	1407.9	620.7	1429.2	1583.9	14580	1670.7	528710
Q13310	4996	6448.7	7898.5	5307.9	7769.1	6596	8039.5	38278	8879.3	1500800	4996	6448.7	7898.5	5307.9	7769.1	6596	8039.5	38278	8879.3	1500800
Q13347	10284	14695	17316	7642.7	12466	11893	11421	72533	14183	2317600	10284	14695	17316	7642.7	12466	11893	11421	72533	14183	2317600
Q13418	1023.3	1452.6	1151.4	567.28	697.33	391.64	721.87	8091.1	1345.6	313980	1023.3	1452.6	1151.4	567.28	697.33	391.64	721.87	8091.1	1345.6	313980
Q13423	4295.6	5573.7	7554.2	4391.3	4359	5464.6	6027.9	33619	6638.8	1140600	4295.6	5573.7	7554.2	4391.3	4359	5464.6	6027.9	33619	6638.8	1140600
Q13435	4994.7	7206.4	6917.2	5115.3	11635	6035	12476	30847	8224.1	1130400	4994.7	7206.4	6917.2	5115.3	11635	6035	12476	30847	8224.1	1130400
Q13488	639.73	700.53	779.31	581.16	539.65	1318.8	789.45	14109	1414.5	427320	639.73	700.53	779.31	581.16	539.65	1318.8	789.45	14109	1414.5	427320
Q13505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13509	1335.4	1568.8	1585	902.85	874.98	985.75	1257.7	6913.1	1171.1	241710	1335.4	1568.8	1585	902.85	874.98	985.75	1257.7	6913.1	1171.1	241710
Q13547;Q92769	1758.3	3037.9	2763.9	2071.3	2671.1	2553.7	2704.9	22043	2648.3	952730	1758.3	3037.9	2763.9	2071.3	2671.1	2553.7	2704.9	22043	2648.3	952730
Q9UQM7;Q13557;Q13555;Q13554	2829.8	2516.1	3637.2	1176.8	789.56	1538.7	1362.8	19945	1960.5	546030	2829.8	2516.1	3637.2	1176.8	789.56	1538.7	1362.8	19945	1960.5	546030
Q13595	1071.8	1874.2	1543.3	1295.1	2831.7	8902.8	16024	15606	2042.4	321210	1071.8	1874.2	1543.3	1295.1	2831.7	8902.8	16024	15606	2042.4	321210
Q13619;Q13620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UL26;Q13636	901.24	0	1244.2	510.99	0	674.07	0	5003.5	626.17	220820	901.24	0	1244.2	510.99	0	674.07	0	5003.5	626.17	220820
Q13724	842.3	992.98	1226.3	733.72	1051.9	1287.4	494.68	8759.3	904	238090	842.3	992.98	1226.3	733.72	1051.9	1287.4	494.68	8759.3	904	238090
Q13813	42069	51287	57259	30762	49042	33942	52976	295750	44200	9762000	42069	51287	57259	30762	49042	33942	52976	295750	44200	9762000
Q13838;O00148	31296	45127	41430	21872	27246	28813	33178	395000	37916	12876000	31296	45127	41430	21872	27246	28813	33178	395000	37916	12876000
Q13867	2392.9	1075.4	2590.8	2183.4	2689.3	2074.4	2932.9	11763	1785.4	339700	2392.9	1075.4	2590.8	2183.4	2689.3	2074.4	2932.9	11763	1785.4	339700
Q14019	1948.7	2472.9	2629.4	785.87	1731.7	1103.2	1722.9	14142	2280.3	486490	1948.7	2472.9	2629.4	785.87	1731.7	1103.2	1722.9	14142	2280.3	486490
Q14103	30626	42640	44895	17534	22472	34988	40415	358190	23889	14310000	30626	42640	44895	17534	22472	34988	40415	358190	23889	14310000
Q14108	0	888.48	642.39	753.81	556.5	1111.9	898.92	9165.7	1093.2	328310	0	888.48	642.39	753.81	556.5	1111.9	898.92	9165.7	1093.2	328310
Q14152	66328	131690	90574	46939	116440	62761	194530	345620	85886	9417300	66328	131690	90574	46939	116440	62761	194530	345620	85886	9417300
Q14157	303.58	0	672.61	475.67	485.84	464.73	531.3	1944.3	630.29	60031	303.58	0	672.61	475.67	485.84	464.73	531.3	1944.3	630.29	60031
Q14204	17107	26810	22376	12143	19693	11981	19172	94438	17251	3115700	17107	26810	22376	12143	19693	11981	19172	94438	17251	3115700
Q14257	634.78	1170.6	935.61	0	0	566.27	0	4994.4	486.29	167890	634.78	1170.6	935.61	0	0	566.27	0	4994.4	486.29	167890
Q14315	43166	48209	50923	21030	29492	22563	34211	171510	32554	6008700	43166	48209	50923	21030	29492	22563	34211	171510	32554	6008700
Q14444	12750	16745	21340	8990.2	9842.1	10524	11901	80218	11743	2985200	12750	16745	21340	8990.2	9842.1	10524	11901	80218	11743	2985200
Q14498	11536	12126	10984	9161.5	9460.3	9097.3	10917	42091	11369	1447800	11536	12126	10984	9161.5	9460.3	9097.3	10917	42091	11369	1447800
Q14566	7991.4	6746.3	10128	6748.1	9116.6	7722.9	11496	46068	9112	1560500	7991.4	6746.3	10128	6748.1	9116.6	7722.9	11496	46068	9112	1560500
Q14683	1488.6	1730.6	1592.8	1629.7	1743.9	1648.1	1165.9	10915	1860.8	404600	1488.6	1730.6	1592.8	1629.7	1743.9	1648.1	1165.9	10915	1860.8	404600
Q14696	1232.8	1483.4	1491.5	309.38	0	347.94	889.77	11936	967.61	435570	1232.8	1483.4	1491.5	309.38	0	347.94	889.77	11936	967.61	435570
Q14697	14636	14432	18603	8081	14061	15134	15171	103880	13941	3826500	14636	14432	18603	8081	14061	15134	15171	103880	13941	3826500
Q14764	5688.1	6003.3	6857.4	3908.7	8655.5	6668.3	5508.1	45673	6602.8	1457700	5688.1	6003.3	6857.4	3908.7	8655.5	6668.3	5508.1	45673	6602.8	1457700
Q14839;Q8TDI0;Q12873	4311	9374.6	6200.1	3979.6	5996	4628.2	6264.6	22684	6505.8	792570	4311	9374.6	6200.1	3979.6	5996	4628.2	6264.6	22684	6505.8	792570
Q14847	12983	17260	16290	8966.7	14243	9195.2	6460.6	38303	8960	1295700	12983	17260	16290	8966.7	14243	9195.2	6460.6	38303	8960	1295700
Q14974	16623	23787	26661	11989	37838	17339	43430	133610	21030	4505000	16623	23787	26661	11989	37838	17339	43430	133610	21030	4505000
Q14978	718.6	618.24	999.41	751.65	501.51	683.41	672.89	4154.3	1216.4	156680	718.6	618.24	999.41	751.65	501.51	683.41	672.89	4154.3	1216.4	156680
Q15005	1301.8	2463.8	3081.4	4844.2	6995.9	1820.7	9641.3	11573	2116.7	99712	1301.8	2463.8	3081.4	4844.2	6995.9	1820.7	9641.3	11573	2116.7	99712
Q15008	2793.5	2885.5	4370.5	2922.9	6396.2	2535.8	7686.7	13385	3525.1	583620	2793.5	2885.5	4370.5	2922.9	6396.2	2535.8	7686.7	13385	3525.1	583620
Q15019	8887	12817	11409	6484.1	8856	9657.8	10708	62216	9612.4	1481600	8887	12817	11409	6484.1	8856	9657.8	10708	62216	9612.4	1481600
Q15022	746.22	1630.7	1489.5	574.23	2868.2	1658.2	2916.1	4166.4	1577.2	220190	746.22	1630.7	1489.5	574.23	2868.2	1658.2	2916.1	4166.4	1577.2	220190
Q15029	10985	15080	16148	8217.4	12656	9588.4	17092	75359	13750	2406300	10985	15080	16148	8217.4	12656	9588.4	17092	75359	13750	2406300
Q15046	4850.9	5830.7	7486.6	3288.5	4363.5	4753.7	6029.1	45130	5237.4	1518000	4850.9	5830.7	7486.6	3288.5	4363.5	4753.7	6029.1	45130	5237.4	1518000
Q15056	6197.5	5910.6	7850.6	3300.1	6155.9	8856.6	15494	48729	8286.1	1492100	6197.5	5910.6	7850.6	3300.1	6155.9	8856.6	15494	48729	8286.1	1492100
Q15084	19776	30426	27281	17539	27343	24164	38177	158950	21317	5558600	19776	30426	27281	17539	27343	24164	38177	158950	21317	5558600
Q15149;P58107;Q9UPN3	125930	149450	178990	97352	139980	111050	131560	827360	149150	27452000	125930	149450	178990	97352	139980	111050	131560	827360	149150	27452000
Q15181	1128.6	1525.5	1257	1513.5	2230.9	2018	2915.8	11150	1625	430210	1128.6	1525.5	1257	1513.5	2230.9	2018	2915.8	11150	1625	430210
Q15185	19587	24428	28975	15902	66129	18230	32752	67293	18352	1897500	19587	24428	28975	15902	66129	18230	32752	67293	18352	1897500
Q15233	14795	13845	21037	7694.7	13036	11639	23860	85635	14448	4110600	14795	13845	21037	7694.7	13036	11639	23860	85635	14448	4110600
Q15257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15286	903.15	916.35	1252.6	539.65	772.88	925.94	680.57	5878.9	982.61	206960	903.15	916.35	1252.6	539.65	772.88	925.94	680.57	5878.9	982.61	206960
Q15287	428.13	766.47	1467.3	1079.4	1896.4	1502	687.93	7423.1	1322.1	255250	428.13	766.47	1467.3	1079.4	1896.4	1502	687.93	7423.1	1322.1	255250
Q15293	7397.6	9114.3	11023	8888.9	7755.1	8365.8	8923.9	45530	12430	1588500	7397.6	9114.3	11023	8888.9	7755.1	8365.8	8923.9	45530	12430	1588500
Q15363	4711	3636.6	6156.7	2868	3000.7	2518	2413.2	3703.4	3116	140390	4711	3636.6	6156.7	2868	3000.7	2518	2413.2	3703.4	3116	140390
Q15365;P57723	20911	24714	26922	19163	20456	22219	37981	172210	28444	5606500	20911	24714	26922	19163	20456	22219	37981	172210	28444	5606500
Q15366;P57721	11619	14863	14080	7588	9411.6	8903.2	13771	97932	7257.2	3561400	11619	14863	14080	7588	9411.6	8903.2	13771	97932	7257.2	3561400
Q15370	2153.1	1808.5	3605.3	639.82	1126.4	1402.9	1538.7	18648	1719.3	684530	2153.1	1808.5	3605.3	639.82	1126.4	1402.9	1538.7	18648	1719.3	684530
Q15388	328.82	0	365.92	0	587.58	0	397.11	3746.8	859.22	142700	328.82	0	365.92	0	587.58	0	397.11	3746.8	859.22	142700
Q15393	18577	31651	14049	12855	20623	11899	18919	84018	12678	2839900	18577	31651	14049	12855	20623	11899	18919	84018	12678	2839900
Q15417;P51911	2247.4	4436.8	3929.4	1039.8	6306.1	1632.6	4814.3	10953	1865.1	348110	2247.4	4436.8	3929.4	1039.8	6306.1	1632.6	4814.3	10953	1865.1	348110
Q15437	1432.8	514.21	2419.7	0	1239.1	1729.6	1179.5	6945	1728.4	232060	1432.8	514.21	2419.7	0	1239.1	1729.6	1179.5	6945	1728.4	232060
Q15459	5540.3	4966.4	5315	4058.9	4505.6	7778.6	4800.9	35104	6956.7	1353300	5540.3	4966.4	5315	4058.9	4505.6	7778.6	4800.9	35104	6956.7	1353300
Q15631	1224.9	2268.7	2596.1	1936.1	1615.9	1477.9	2342.8	14471	1575.4	476070	1224.9	2268.7	2596.1	1936.1	1615.9	1477.9	2342.8	14471	1575.4	476070
Q15637	2509.9	3932.8	5226.4	2228.2	3914.4	2438.1	2814.9	21407	3831.7	741030	2509.9	3932.8	5226.4	2228.2	3914.4	2438.1	2814.9	21407	3831.7	741030
Q15691;Q9UPY8	2701.6	4825.9	4905.8	2212.3	8846.1	2620.1	5945.2	18945	2675.2	821400	2701.6	4825.9	4905.8	2212.3	8846.1	2620.1	5945.2	18945	2675.2	821400
Q15717	11102	11118	13734	5981.5	8708.6	9731.5	9033.6	89087	11416	2878700	11102	11118	13734	5981.5	8708.6	9731.5	9033.6	89087	11416	2878700
Q15819;Q13404	11403	14568	15571	6865.1	9818	11738	14647	41484	12041	1499600	11403	14568	15571	6865.1	9818	11738	14647	41484	12041	1499600
Q15843	1404.8	2268.6	2868.9	1012.9	2221.1	1168	17842	19864	4402	468760	1404.8	2268.6	2868.9	1012.9	2221.1	1168	17842	19864	4402	468760
Q16181;Q6ZU15	11433	19121	16494	8182.8	9809.4	8208.5	9713.9	56235	9642.2	1745500	11433	19121	16494	8182.8	9809.4	8208.5	9713.9	56235	9642.2	1745500
Q16204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16531	8305.5	12958	12722	5315.2	7748.1	6587.9	10104	48002	9168.4	1721000	8305.5	12958	12722	5315.2	7748.1	6587.9	10104	48002	9168.4	1721000
Q16543	2625.1	3419.9	3750.6	970.08	2971.9	3404	1824.3	20198	3470.3	733230	2625.1	3419.9	3750.6	970.08	2971.9	3404	1824.3	20198	3470.3	733230
Q16555	3139.6	3007.6	3569.8	1621.6	2692.1	2365.1	4052.8	32617	3529.2	873450	3139.6	3007.6	3569.8	1621.6	2692.1	2365.1	4052.8	32617	3529.2	873450
Q16576	1829.4	23469	3323.1	1114.8	2588.5	1824.1	1567.6	31103	3301.6	985590	1829.4	23469	3323.1	1114.8	2588.5	1824.1	1567.6	31103	3301.6	985590
Q16629	7382.8	11477	10653	6535.1	12687	9833.9	9911.1	40324	19180	1654900	7382.8	11477	10653	6535.1	12687	9833.9	9911.1	40324	19180	1654900
Q16630	5429	4544.3	5497.5	3378.8	3365.6	3709.7	4067.7	31936	5128.9	1086300	5429	4544.3	5497.5	3378.8	3365.6	3709.7	4067.7	31936	5128.9	1086300
Q16643	2914.8	5917.6	7833.5	2058.2	3873.2	3318.2	6151.2	20334	3889	720760	2914.8	5917.6	7833.5	2058.2	3873.2	3318.2	6151.2	20334	3889	720760
Q16647	3981.3	4799	7876.4	1570.3	4939.7	3779.4	10697	27584	4933.4	874160	3981.3	4799	7876.4	1570.3	4939.7	3779.4	10697	27584	4933.4	874160
Q16658	92808	110210	101330	33358	46678	34336	60035	187200	55316	5520800	92808	110210	101330	33358	46678	34336	60035	187200	55316	5520800
Q16678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16698	821.63	892.71	1140.1	814.38	871.47	972.56	1183.3	5427.2	0	223090	821.63	892.71	1140.1	814.38	871.47	972.56	1183.3	5427.2	0	223090
Q16799	2166.7	3034.7	1927.6	610.62	1363.8	2349.1	1479.4	29003	2283.4	1135300	2166.7	3034.7	1927.6	610.62	1363.8	2349.1	1479.4	29003	2283.4	1135300
Q16822	4790.5	7124.8	7138.5	5660.1	8541.5	5990.7	11330	26393	18283	879460	4790.5	7124.8	7138.5	5660.1	8541.5	5990.7	11330	26393	18283	879460
Q16864	441.11	837.14	1264.3	713.18	541.97	947.73	907.24	4186.7	818.88	128600	441.11	837.14	1264.3	713.18	541.97	947.73	907.24	4186.7	818.88	128600
Q16891	1145.8	1561.4	1233.9	745.98	493.37	902.83	666.12	6814.4	1012.2	316390	1145.8	1561.4	1233.9	745.98	493.37	902.83	666.12	6814.4	1012.2	316390
Q1KMD3	5382.8	7631.8	8225.8	4770.9	5272.1	5479.4	5154.7	63555	6575.9	1988200	5382.8	7631.8	8225.8	4770.9	5272.1	5479.4	5154.7	63555	6575.9	1988200
Q29RF7	1479.8	1577.2	2270.1	1290.5	2094.8	2118.5	2614.2	10965	2355.4	294940	1479.8	1577.2	2270.1	1290.5	2094.8	2118.5	2614.2	10965	2355.4	294940
Q2TAY7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3SY69;O75891	8503.5	9973.8	13261	3168.1	5087.9	4699.3	5696.6	41862	5689.5	1660000	8503.5	9973.8	13261	3168.1	5087.9	4699.3	5696.6	41862	5689.5	1660000
Q52LJ0;Q8NCA5	1487.4	1536.4	3083.5	1935.1	2050.1	1054.8	1523.1	10670	2027.4	290120	1487.4	1536.4	3083.5	1935.1	2050.1	1054.8	1523.1	10670	2027.4	290120
Q58FF6	701.66	1726.8	1721.3	694.67	2208.3	3868.3	2589	64852	4434	1975400	701.66	1726.8	1721.3	694.67	2208.3	3868.3	2589	64852	4434	1975400
Q58FF8	9699.2	18358	11600	5728.9	4448.1	4793.1	6326.7	41839	6767.3	1808300	9699.2	18358	11600	5728.9	4448.1	4793.1	6326.7	41839	6767.3	1808300
Q58FG1	1066.7	1135.1	1564.3	530.79	497.86	774.57	680.91	11013	1299.5	448240	1066.7	1135.1	1564.3	530.79	497.86	774.57	680.91	11013	1299.5	448240
Q5H9R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JTH9	2095.4	2639.3	3650.6	2198.1	4207.6	2208.8	7275.1	14288	3380.7	280690	2095.4	2639.3	3650.6	2198.1	4207.6	2208.8	7275.1	14288	3380.7	280690
Q5KU26	0	0	400.23	344.95	437.19	437.22	0	4918.7	544.73	142030	0	0	400.23	344.95	437.19	437.22	0	4918.7	544.73	142030
Q5M9N0	611.93	502.27	589.52	454.8	1027.7	570.71	594.83	18405	1305.7	731660	611.93	502.27	589.52	454.8	1027.7	570.71	594.83	18405	1305.7	731660
Q5SNV9	2348.7	1473.2	2492	1918.1	1780.6	3079.8	2693.1	40136	3965.8	1238500	2348.7	1473.2	2492	1918.1	1780.6	3079.8	2693.1	40136	3965.8	1238500
Q5SRE5	5562.5	3761.5	12740	5560.8	8025.7	5960.7	6976.1	5479.6	7961.6	49184	5562.5	3761.5	12740	5560.8	8025.7	5960.7	6976.1	5479.6	7961.6	49184
Q5SSJ5	687.05	671.46	866.94	804.41	1037.3	762.88	613.8	5380.7	860.88	164550	687.05	671.46	866.94	804.41	1037.3	762.88	613.8	5380.7	860.88	164550
Q5VZK9	1382.6	1559.4	2340.7	1063.4	761.58	1646.8	1035.7	14661	1871.8	566160	1382.6	1559.4	2340.7	1063.4	761.58	1646.8	1035.7	14661	1871.8	566160
Q7L523;Q5VZM2	1071.6	1797.6	2539.5	1070.8	2930.7	1531.5	4215.1	8573	1705.6	286970	1071.6	1797.6	2539.5	1070.8	2930.7	1531.5	4215.1	8573	1705.6	286970
Q63HR2;Q68CZ2;Q9HBL0	305.66	324.5	518.89	429.42	0	352.92	580.53	2702.3	309.86	68684	305.66	324.5	518.89	429.42	0	352.92	580.53	2702.3	309.86	68684
Q6DD88	22164	27013	32209	12622	21010	18649	25971	60298	26852	2081800	22164	27013	32209	12622	21010	18649	25971	60298	26852	2081800
Q6NUK1	746.87	524.21	315.53	0	0	300.18	678.79	5984.8	648.76	211580	746.87	524.21	315.53	0	0	300.18	678.79	5984.8	648.76	211580
Q6NZI2	19904	20547	23582	12647	22719	18140	22764	92738	20236	2882400	19904	20547	23582	12647	22719	18140	22764	92738	20236	2882400
Q6P2Q9	6306.8	9909.9	10674	5923.8	10148	7350.1	11822	50607	8587.3	1579600	6306.8	9909.9	10674	5923.8	10148	7350.1	11822	50607	8587.3	1579600
Q6P5R6	824.01	1119.2	1667.6	1078	853.47	960.69	1351.9	7514.2	1185.1	261370	824.01	1119.2	1667.6	1078	853.47	960.69	1351.9	7514.2	1185.1	261370
Q6UB35	2728.7	2080.8	2948.6	2723	894.17	2266.1	1271.9	17884	2103.5	601720	2728.7	2080.8	2948.6	2723	894.17	2266.1	1271.9	17884	2103.5	601720
Q6UXH1	355.39	0	452.8	0	0	0	0	2961.5	414.47	103220	355.39	0	452.8	0	0	0	0	2961.5	414.47	103220
Q6WCQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q71U36;Q9BQE3;P0DPH8;P0DPH7;Q6PEY2;Q9NY65;A6NHL2	84529	70078	68507	58465	74001	55617	78058	62990	56483	2433300	84529	70078	68507	58465	74001	55617	78058	62990	56483	2433300
Q71UM5;P42677	2663.9	3802.4	3797.4	1768.4	3117.8	3390.5	2916.4	22319	3308.1	1001100	2663.9	3802.4	3797.4	1768.4	3117.8	3390.5	2916.4	22319	3308.1	1001100
Q7KZF4	15087	18995	21176	7497.2	19109	10847	48385	93113	7618	3676600	15087	18995	21176	7497.2	19109	10847	48385	93113	7618	3676600
Q7L014	960.09	982.07	1415.3	811.08	851.11	1529.3	1020.7	13718	715.19	427710	960.09	982.07	1415.3	811.08	851.11	1529.3	1020.7	13718	715.19	427710
Q7L1Q6	858.08	1108.6	1248	378.99	488.39	803.69	748.95	10425	777.86	293160	858.08	1108.6	1248	378.99	488.39	803.69	748.95	10425	777.86	293160
Q7RTV0	1283.1	1376.6	1392.5	601.47	540.91	576.45	0	2622.4	349.03	114670	1283.1	1376.6	1392.5	601.47	540.91	576.45	0	2622.4	349.03	114670
Q7Z406	5125.6	4136.8	7060.6	1843.2	1739.5	1729.4	2064.3	14681	2446.4	529570	5125.6	4136.8	7060.6	1843.2	1739.5	1729.4	2064.3	14681	2446.4	529570
Q86U42	750.43	833.18	680.01	421.65	0	333.67	613.58	5477.1	680.55	210310	750.43	833.18	680.01	421.65	0	333.67	613.58	5477.1	680.55	210310
Q86UE4	1217.1	1506.3	1782.1	1355.9	1396.5	1655.7	1978.5	16265	2286.2	402040	1217.1	1506.3	1782.1	1355.9	1396.5	1655.7	1978.5	16265	2286.2	402040
Q86UP2	1656.2	3357.7	1623.7	975	1755.1	959.06	1866.9	8163.8	1249.5	316730	1656.2	3357.7	1623.7	975	1755.1	959.06	1866.9	8163.8	1249.5	316730
Q86UX7	2106.6	2542.8	2603.3	1540.9	5545.9	1896.8	3858.5	13627	3312.9	494410	2106.6	2542.8	2603.3	1540.9	5545.9	1896.8	3858.5	13627	3312.9	494410
Q86V81	3885.1	3713.2	4086.4	2586.6	3430.5	4368.2	3853	28833	4455.7	1170300	3885.1	3713.2	4086.4	2586.6	3430.5	4368.2	3853	28833	4455.7	1170300
Q86VP6;O75155	17836	15018	20024	13158	15713	16760	16525	71091	21492	2218400	17836	15018	20024	13158	15713	16760	16525	71091	21492	2218400
Q8IY81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IYT4	2785.5	2750.1	2969.7	1202.6	1541.4	2336.6	3286.2	30518	3851	1042700	2785.5	2750.1	2969.7	1202.6	1541.4	2336.6	3286.2	30518	3851	1042700
Q8IZ69	979.59	1864.1	1741.6	888.63	2832.6	2016.1	3624.2	8614.8	2566.9	351170	979.59	1864.1	1741.6	888.63	2832.6	2016.1	3624.2	8614.8	2566.9	351170
Q8IZP0;Q9NYB9	1340	1447.9	1698.4	537.97	406.21	2467.7	1228.4	24606	1736	803480	1340	1447.9	1698.4	537.97	406.21	2467.7	1228.4	24606	1736	803480
Q8N0U8	819.05	1257.3	1518.2	1353.8	2147.2	825.02	2690.9	4050.5	1504.6	106530	819.05	1257.3	1518.2	1353.8	2147.2	825.02	2690.9	4050.5	1504.6	106530
Q8N1F7	2755	2194.3	3708.6	2820.1	3108.8	3053.7	3986.8	15176	2714.6	549260	2755	2194.3	3708.6	2820.1	3108.8	3053.7	3986.8	15176	2714.6	549260
Q8N5K1	1508.9	1596.7	2475.1	1373.3	2185	1464.1	1608.7	7016.4	2016.2	247820	1508.9	1596.7	2475.1	1373.3	2185	1464.1	1608.7	7016.4	2016.2	247820
Q8N5M9	1265.3	2403.8	2237.6	1420.2	2296.4	1492.4	1762.5	3528.2	2110.8	79917	1265.3	2403.8	2237.6	1420.2	2296.4	1492.4	1762.5	3528.2	2110.8	79917
